sexo;fono;edad;hijos;Garante;Aval;meses;renta;morosidad
Masculino;No;43;4;Si;Si;10;Variable;Si
Masculino;Si;43;4;Si;Si;10;Variable;Si
Masculino;Si;43;4;Si;Si;10;Variable;Si
Masculino;No;43;3;Si;Si;10;Variable;No
Masculino;No;43;3;Si;Si;10;Variable;No
Femenino;Si;43;3;Si;Si;10;Variable;No
Femenino;Si;43;3;Si;Si;10;Variable;No
Masculino;No;43;3;Si;Si;10;Variable;No
Masculino;Si;43;2;Si;Si;10;Fija;No
Masculino;Si;43;2;Si;Si;10;Fija;No
Masculino;No;43;2;No;No;10;Fija;No
Femenino;Si;43;2;No;Si;10;Fija;No
Femenino;No;43;2;Si;Si;10;Fija;No
Femenino;Si;43;2;No;Si;10;Variable;No
Masculino;Si;43;2;Si;Si;10;Variable;No
Femenino;No;43;2;Si;Si;10;Variable;No
Femenino;No;43;2;Si;Si;10;Variable;No
Femenino;No;43;2;Si;Si;10;Variable;No
Masculino;No;43;2;No;No;10;Variable;No
Femenino;No;43;2;Si;Si;10;Variable;No
Femenino;No;43;2;Si;Si;10;Variable;No
Femenino;No;43;2;Si;Si;10;Variable;No
Masculino;Si;43;2;No;No;10;Variable;No
Masculino;Si;43;2;Si;Si;10;Variable;No
Masculino;No;43;2;No;No;10;Variable;No
Masculino;No;43;2;No;No;10;Variable;No
Masculino;No;43;2;Si;Si;10;Variable;No
Femenino;Si;43;2;Si;Si;10;Variable;No
Femenino;No;43;1;Si;Si;10;Fija;No
Masculino;Si;43;1;Si;Si;10;Fija;No
Masculino;Si;43;1;Si;Si;10;Fija;No
Masculino;Si;43;1;Si;Si;10;Fija;No
Masculino;No;43;1;Si;No;10;Fija;No
Masculino;No;43;1;No;No;10;Fija;No
Femenino;Si;43;1;Si;Si;10;Fija;No
Femenino;No;43;1;Si;Si;10;Variable;No
Masculino;Si;43;1;Si;Si;10;Variable;No
Femenino;No;43;1;Si;Si;10;Variable;No
Femenino;No;43;1;Si;Si;10;Variable;No
Femenino;No;43;1;No;No;10;Variable;No
Masculino;No;43;1;Si;Si;10;Variable;No
Femenino;Si;43;1;Si;Si;10;Variable;No
Femenino;No;43;1;Si;Si;10;Variable;No
Femenino;No;43;1;Si;Si;10;Variable;No
Masculino;Si;43;0;Si;Si;10;Fija;No
Femenino;Si;43;0;Si;Si;10;Fija;No
Masculino;Si;43;0;Si;Si;10;Fija;No
Masculino;Si;43;0;Si;Si;10;Fija;No
Femenino;Si;43;0;Si;Si;10;Fija;No
Masculino;Si;43;0;No;No;10;Fija;No
Masculino;No;43;0;No;No;10;Fija;No
Masculino;Si;43;0;No;No;10;Variable;No
Femenino;No;43;0;No;Si;10;Variable;No
Femenino;Si;43;0;Si;Si;10;Variable;No
Masculino;Si;44;5;Si;Si;10;Variable;Si
Femenino;No;44;5;Si;Si;10;Variable;Si
Masculino;No;44;5;Si;Si;10;Variable;Si
Masculino;No;44;4;No;No;10;Fija;Si
Femenino;No;44;4;Si;Si;10;Variable;Si
Femenino;Si;44;4;Si;Si;10;Variable;No
Masculino;Si;44;3;Si;Si;10;Variable;No
Masculino;Si;44;3;Si;Si;10;Variable;No
Femenino;Si;44;3;No;No;10;Variable;No
Femenino;No;44;3;Si;Si;10;Variable;No
Femenino;No;44;3;Si;No;10;Variable;No
Masculino;Si;44;2;Si;Si;10;Fija;No
Masculino;No;44;2;Si;No;10;Fija;No
Masculino;No;44;2;Si;Si;10;Fija;No
Masculino;Si;44;2;No;No;10;Fija;No
Masculino;No;44;2;Si;Si;10;Fija;Si
Masculino;No;44;2;Si;Si;10;Fija;No
Femenino;No;44;2;No;Si;10;Variable;No
Masculino;Si;44;2;Si;Si;10;Variable;No
Femenino;No;44;2;Si;No;10;Variable;No
Masculino;No;44;2;Si;Si;10;Variable;No
Femenino;Si;44;2;No;No;10;Variable;No
Masculino;No;44;2;Si;Si;10;Variable;No
Femenino;No;44;2;No;Si;10;Variable;No
Femenino;Si;44;2;No;No;10;Variable;No
Masculino;No;44;2;Si;Si;10;Variable;No
Femenino;No;44;2;Si;Si;10;Variable;No
Femenino;No;44;2;Si;Si;10;Variable;No
Masculino;No;44;2;Si;Si;10;Variable;No
Femenino;No;44;2;Si;Si;10;Variable;No
Masculino;No;44;2;Si;Si;10;Variable;No
Femenino;Si;44;2;Si;Si;10;Variable;No
Masculino;Si;44;2;No;No;10;Variable;No
Masculino;Si;44;1;Si;Si;10;Fija;No
Masculino;Si;44;1;Si;Si;10;Fija;No
Masculino;Si;44;1;Si;Si;10;Fija;No
Masculino;No;44;1;Si;Si;10;Fija;No
Femenino;Si;44;1;No;Si;10;Fija;No
Masculino;Si;44;1;No;No;10;Fija;No
Femenino;Si;44;1;Si;No;10;Fija;No
Masculino;No;44;1;Si;No;10;Fija;No
Femenino;No;44;1;Si;Si;10;Variable;No
Femenino;No;44;1;Si;Si;10;Variable;No
Femenino;Si;44;1;Si;Si;10;Variable;No
Femenino;No;44;1;Si;Si;10;Variable;No
Femenino;Si;44;1;No;No;10;Variable;No
Masculino;No;44;1;Si;Si;10;Variable;No
Femenino;No;44;1;No;No;10;Variable;No
Femenino;Si;44;0;Si;Si;10;Fija;No
Masculino;Si;44;0;Si;Si;10;Fija;No
Femenino;No;44;0;Si;Si;10;Fija;No
Femenino;No;44;0;No;Si;10;Fija;No
Masculino;Si;44;0;Si;Si;10;Variable;No
Masculino;Si;44;0;Si;Si;10;Variable;No
Masculino;Si;44;0;Si;Si;10;Variable;No
Masculino;No;44;0;Si;Si;10;Variable;No
Femenino;No;44;0;Si;Si;10;Variable;No
Masculino;Si;44;0;Si;Si;10;Variable;No
Masculino;Si;44;0;Si;No;10;Variable;No
Masculino;No;45;5;Si;Si;10;Variable;Si
Masculino;No;45;4;Si;Si;10;Fija;No
Masculino;No;45;4;Si;No;10;Variable;Si
Masculino;Si;45;4;Si;Si;10;Variable;Si
Femenino;No;45;4;Si;Si;10;Variable;No
Masculino;Si;45;3;Si;Si;10;Fija;No
Masculino;Si;45;3;Si;Si;10;Fija;No
Masculino;No;45;3;Si;Si;10;Fija;No
Masculino;No;45;3;No;Si;10;Variable;No
Masculino;No;45;3;No;Si;10;Variable;No
Femenino;No;45;3;Si;No;10;Variable;No
Masculino;Si;45;3;No;No;10;Variable;No
Femenino;Si;45;3;Si;Si;10;Variable;No
Femenino;Si;45;3;Si;Si;10;Variable;No
Masculino;No;45;3;Si;Si;10;Variable;No
Femenino;No;45;3;Si;Si;10;Variable;No
Masculino;Si;45;3;Si;No;10;Variable;No
Masculino;No;45;2;Si;Si;10;Fija;No
Femenino;No;45;2;No;No;10;Fija;No
Masculino;Si;45;2;No;No;10;Fija;No
Masculino;No;45;2;Si;Si;10;Fija;No
Femenino;Si;45;2;Si;Si;10;Fija;No
Masculino;No;45;2;Si;Si;10;Variable;No
Masculino;No;45;2;No;Si;10;Variable;No
Femenino;No;45;2;Si;Si;10;Variable;No
Masculino;No;45;2;Si;Si;10;Variable;No
Masculino;No;45;2;Si;Si;10;Variable;No
Femenino;No;45;2;Si;Si;10;Variable;No
Masculino;Si;45;2;No;No;10;Variable;No
Masculino;Si;45;2;No;No;10;Variable;No
Femenino;No;45;2;Si;No;10;Variable;No
Femenino;Si;45;2;Si;Si;10;Variable;No
Masculino;No;45;2;Si;Si;10;Variable;No
Masculino;Si;45;2;Si;Si;10;Variable;No
Femenino;No;45;2;Si;Si;10;Variable;No
Masculino;Si;45;2;No;No;10;Variable;No
Masculino;No;45;2;Si;No;10;Variable;No
Femenino;Si;45;1;Si;Si;10;Fija;No
Femenino;Si;45;1;No;No;10;Fija;No
Masculino;No;45;1;Si;No;10;Fija;No
Masculino;Si;45;1;Si;Si;10;Fija;No
Masculino;Si;45;1;Si;Si;10;Fija;No
Masculino;Si;45;1;Si;Si;10;Fija;No
Masculino;No;45;1;No;Si;10;Variable;No
Femenino;Si;45;1;Si;Si;10;Variable;No
Masculino;No;45;1;Si;Si;10;Variable;No
Masculino;Si;45;1;Si;Si;10;Variable;No
Femenino;No;45;1;Si;Si;10;Variable;No
Femenino;No;45;1;Si;Si;10;Variable;No
Femenino;No;45;1;Si;Si;10;Variable;No
Masculino;No;45;1;No;No;10;Variable;No
Femenino;Si;45;0;Si;Si;10;Fija;No
Femenino;Si;45;0;Si;No;10;Fija;No
Masculino;No;45;0;Si;Si;10;Fija;No
Masculino;No;45;0;Si;No;10;Fija;No
Masculino;Si;45;0;Si;Si;10;Fija;No
Masculino;No;45;0;Si;Si;10;Variable;No
Femenino;Si;45;0;Si;Si;10;Variable;No
Femenino;Si;45;0;Si;Si;10;Variable;No
Femenino;Si;45;0;Si;Si;10;Variable;No
Femenino;Si;45;0;Si;Si;10;Variable;No
Masculino;No;45;0;Si;Si;10;Variable;No
Femenino;Si;46;5;No;Si;10;Fija;Si
Masculino;Si;46;5;Si;No;10;Variable;Si
Femenino;No;46;4;Si;No;10;Fija;Si
Masculino;Si;46;4;No;Si;10;Fija;No
Masculino;Si;46;4;Si;Si;10;Variable;Si
Femenino;Si;46;4;No;No;10;Variable;Si
Masculino;Si;46;4;Si;Si;10;Variable;Si
Masculino;Si;46;3;Si;No;10;Fija;No
Masculino;No;46;3;No;No;10;Fija;No
Masculino;Si;46;3;No;Si;10;Fija;No
Masculino;No;46;3;Si;Si;10;Variable;No
Masculino;No;46;3;Si;Si;10;Variable;No
Masculino;No;46;3;Si;Si;10;Variable;No
Femenino;No;46;3;No;Si;10;Variable;No
Masculino;Si;46;2;Si;Si;10;Fija;No
Femenino;Si;46;2;No;No;10;Fija;No
Femenino;Si;46;2;No;No;10;Variable;No
Masculino;Si;46;2;Si;Si;10;Variable;No
Femenino;Si;46;2;Si;Si;10;Variable;No
Femenino;No;46;2;Si;Si;10;Variable;No
Masculino;No;46;2;Si;Si;10;Variable;No
Femenino;No;46;2;No;Si;10;Variable;No
Masculino;No;46;1;Si;Si;10;Variable;No
Masculino;Si;46;1;No;Si;10;Variable;No
Femenino;Si;46;1;Si;Si;10;Variable;No
Femenino;Si;46;1;No;No;10;Variable;No
Femenino;No;46;1;Si;Si;10;Variable;No
Masculino;No;46;0;Si;Si;10;Variable;No
Femenino;Si;46;0;Si;No;10;Variable;No
Masculino;Si;47;5;Si;Si;10;Variable;Si
Femenino;No;47;5;Si;Si;10;Variable;Si
Femenino;No;47;5;No;Si;10;Variable;Si
Masculino;Si;47;4;Si;No;10;Fija;Si
Masculino;Si;47;4;Si;No;10;Fija;Si
Masculino;Si;47;4;No;Si;10;Fija;No
Masculino;No;47;4;No;No;10;Variable;Si
Masculino;Si;47;4;Si;Si;10;Variable;Si
Femenino;Si;47;3;No;Si;10;Fija;No
Masculino;Si;47;3;Si;Si;10;Variable;No
Femenino;Si;47;3;Si;Si;10;Variable;No
Femenino;Si;47;3;Si;Si;10;Variable;No
Masculino;Si;47;3;No;No;10;Variable;No
Masculino;No;47;3;Si;Si;10;Variable;No
Femenino;No;47;3;Si;Si;10;Variable;No
Masculino;No;47;3;No;No;10;Variable;No
Masculino;Si;47;3;Si;Si;10;Variable;No
Femenino;Si;47;2;Si;No;10;Fija;No
Femenino;Si;47;2;No;Si;10;Variable;No
Masculino;Si;47;2;No;No;10;Variable;No
Femenino;No;47;2;Si;Si;10;Variable;No
Femenino;No;47;2;Si;Si;10;Variable;No
Femenino;Si;47;2;No;No;10;Variable;No
Masculino;No;47;2;Si;Si;10;Variable;No
Femenino;No;47;2;Si;Si;10;Variable;No
Femenino;No;47;2;Si;Si;10;Variable;No
Femenino;No;47;2;No;Si;10;Variable;No
Femenino;Si;47;2;Si;Si;10;Variable;No
Masculino;Si;47;2;Si;Si;10;Variable;No
Masculino;Si;47;1;Si;Si;10;Variable;No
Masculino;No;47;1;Si;Si;10;Variable;No
Femenino;Si;47;1;Si;Si;10;Variable;No
Femenino;No;47;1;Si;Si;10;Variable;No
Femenino;No;47;1;Si;Si;10;Variable;No
Femenino;No;47;0;Si;Si;10;Variable;No
Femenino;No;47;0;No;Si;10;Variable;No
Masculino;Si;47;0;Si;Si;10;Variable;No
Femenino;No;48;5;Si;Si;10;Variable;Si
Masculino;Si;48;4;Si;No;10;Fija;Si
Masculino;No;48;4;Si;Si;10;Fija;No
Masculino;Si;48;4;Si;Si;10;Variable;Si
Femenino;No;48;4;Si;Si;10;Variable;No
Masculino;Si;48;4;Si;Si;10;Variable;Si
Masculino;Si;48;3;Si;No;10;Fija;No
Masculino;Si;48;3;Si;Si;10;Fija;No
Femenino;No;48;3;Si;Si;10;Variable;No
Femenino;No;48;3;Si;Si;10;Variable;No
Femenino;Si;48;3;Si;Si;10;Variable;No
Femenino;Si;48;3;Si;Si;10;Variable;No
Masculino;Si;48;2;No;No;10;Fija;No
Masculino;No;48;2;Si;Si;10;Fija;No
Masculino;Si;48;2;Si;Si;10;Variable;No
Masculino;No;48;2;Si;Si;10;Variable;No
Masculino;Si;48;2;Si;Si;10;Variable;No
Masculino;No;48;2;Si;Si;10;Variable;No
Femenino;No;48;2;Si;Si;10;Variable;No
Masculino;No;48;2;No;Si;10;Variable;No
Femenino;Si;48;1;Si;Si;10;Variable;No
Masculino;Si;48;1;Si;Si;10;Variable;No
Femenino;No;48;1;Si;Si;10;Variable;No
Femenino;No;48;0;No;Si;10;Fija;No
Femenino;Si;48;0;Si;Si;10;Variable;No
Masculino;Si;48;0;Si;Si;10;Variable;No
Masculino;Si;49;5;Si;Si;10;Variable;Si
Femenino;No;49;4;No;No;10;Fija;No
Femenino;Si;49;4;Si;Si;10;Fija;Si
Masculino;No;49;4;Si;Si;10;Variable;Si
Masculino;Si;49;4;Si;Si;10;Variable;No
Masculino;No;49;4;Si;Si;10;Variable;Si
Masculino;Si;49;4;Si;Si;10;Variable;No
Masculino;Si;49;4;No;No;10;Variable;Si
Masculino;Si;49;3;Si;Si;10;Variable;No
Masculino;Si;49;3;Si;Si;10;Variable;No
Masculino;No;49;2;Si;No;10;Fija;No
Masculino;No;49;2;No;Si;10;Variable;No
Femenino;No;49;2;Si;Si;10;Variable;No
Masculino;Si;49;1;Si;Si;10;Variable;Si
Masculino;Si;49;1;Si;No;10;Variable;Si
Masculino;Si;49;0;Si;Si;10;Fija;No
Femenino;No;49;0;Si;Si;10;Variable;No
Masculino;No;50;5;Si;Si;10;Variable;No
Femenino;No;50;5;Si;Si;10;Variable;Si
Masculino;Si;50;5;Si;Si;10;Variable;Si
Masculino;Si;50;5;Si;Si;10;Variable;Si
Masculino;No;50;4;Si;Si;10;Fija;No
Femenino;Si;50;4;No;Si;10;Variable;Si
Masculino;No;50;4;Si;Si;10;Variable;Si
Masculino;Si;50;3;Si;Si;10;Fija;No
Masculino;No;50;3;No;Si;10;Variable;No
Femenino;No;50;3;No;Si;10;Variable;No
Masculino;No;50;2;Si;No;10;Fija;No
Masculino;Si;50;2;Si;Si;10;Variable;No
Femenino;No;50;2;No;Si;10;Variable;No
Masculino;No;50;2;Si;Si;10;Variable;No
Masculino;Si;50;1;Si;No;10;Fija;No
Femenino;Si;50;1;No;Si;10;Variable;No
Femenino;No;50;1;No;No;10;Variable;No
Femenino;Si;50;1;Si;Si;10;Variable;No
Femenino;Si;50;0;Si;No;10;Fija;No
Femenino;No;50;0;No;No;10;Fija;No
Masculino;Si;50;0;Si;Si;10;Variable;No
Femenino;Si;50;0;Si;Si;10;Variable;No
Femenino;Si;51;5;Si;Si;10;Variable;Si
Masculino;Si;51;4;No;Si;10;Variable;Si
Masculino;No;51;4;No;Si;10;Variable;Si
Masculino;Si;51;3;Si;Si;10;Fija;No
Femenino;No;51;3;Si;Si;10;Variable;No
Masculino;No;51;3;Si;Si;10;Variable;No
Masculino;Si;51;2;Si;No;10;Fija;No
Masculino;No;51;2;No;No;10;Variable;No
Masculino;Si;51;2;Si;Si;10;Variable;No
Masculino;Si;51;2;Si;Si;10;Variable;No
Masculino;No;51;2;Si;Si;10;Variable;No
Femenino;No;51;1;Si;Si;10;Variable;No
Masculino;Si;51;1;Si;No;10;Variable;No
Femenino;Si;51;1;Si;Si;10;Variable;No
Femenino;No;51;1;Si;Si;10;Variable;No
Femenino;Si;51;0;No;Si;10;Variable;No
Femenino;No;51;0;Si;Si;10;Variable;No
Masculino;No;51;0;Si;Si;10;Variable;No
Femenino;No;51;0;No;No;10;Variable;No
Masculino;No;52;5;Si;Si;10;Variable;Si
Masculino;Si;52;5;Si;Si;10;Variable;Si
Masculino;No;52;5;Si;Si;10;Variable;Si
Masculino;No;52;5;Si;Si;10;Variable;Si
Femenino;Si;52;3;No;No;10;Fija;No
Masculino;No;52;3;Si;Si;10;Variable;No
Femenino;No;52;3;Si;Si;10;Variable;No
Femenino;Si;52;3;Si;No;10;Variable;No
Masculino;No;52;2;No;No;10;Fija;No
Masculino;No;52;2;Si;Si;10;Fija;No
Femenino;Si;52;2;Si;Si;10;Variable;No
Masculino;No;52;2;No;No;10;Variable;No
Masculino;No;52;2;Si;Si;10;Variable;No
Femenino;No;52;1;Si;Si;10;Variable;No
Femenino;Si;52;1;No;No;10;Variable;No
Femenino;No;52;0;Si;Si;10;Variable;No
Masculino;Si;53;5;No;No;10;Variable;Si
Masculino;No;53;5;Si;Si;10;Variable;Si
Masculino;Si;53;5;Si;Si;10;Variable;Si
Femenino;No;53;4;Si;Si;10;Variable;Si
Femenino;Si;53;4;Si;Si;10;Variable;Si
Femenino;No;53;4;Si;Si;10;Variable;Si
Masculino;No;53;4;No;No;10;Variable;Si
Femenino;Si;53;4;Si;Si;10;Variable;No
Masculino;Si;53;3;No;No;10;Variable;No
Masculino;Si;53;3;No;Si;10;Variable;No
Masculino;Si;53;2;Si;No;10;Fija;No
Masculino;No;53;2;Si;Si;10;Variable;No
Masculino;No;53;2;Si;Si;10;Variable;No
Masculino;Si;53;2;Si;No;10;Variable;No
Femenino;No;53;2;Si;Si;10;Variable;No
Masculino;No;53;2;Si;Si;10;Variable;No
Femenino;Si;53;2;Si;Si;10;Variable;No
Masculino;Si;53;1;Si;No;10;Fija;No
Femenino;No;53;0;Si;Si;10;Variable;No
Femenino;No;53;0;Si;Si;10;Variable;No
Masculino;Si;54;5;No;Si;10;Variable;Si
Femenino;No;54;4;Si;No;10;Variable;Si
Masculino;No;54;4;Si;Si;10;Variable;Si
Femenino;Si;54;4;No;Si;10;Variable;Si
Masculino;No;54;3;Si;Si;10;Variable;No
Femenino;Si;54;3;Si;Si;10;Variable;No
Femenino;No;54;3;No;No;10;Variable;No
Masculino;Si;54;3;Si;Si;10;Variable;No
Femenino;No;54;2;Si;Si;10;Variable;No
Masculino;Si;54;2;Si;No;10;Variable;No
Femenino;Si;54;2;Si;Si;10;Variable;No
Masculino;Si;54;1;Si;Si;10;Variable;No
Masculino;No;54;0;Si;Si;10;Variable;No
Masculino;No;55;5;Si;Si;10;Variable;Si
Masculino;No;55;4;Si;No;10;Fija;Si
Femenino;Si;55;4;Si;Si;10;Variable;Si
Masculino;Si;55;4;Si;Si;10;Variable;Si
Masculino;No;55;4;Si;Si;10;Variable;Si
Femenino;No;55;3;Si;Si;10;Variable;No
Masculino;Si;55;2;Si;Si;10;Fija;Si
Masculino;Si;55;2;Si;Si;10;Variable;No
Masculino;No;55;2;No;No;10;Variable;No
Masculino;Si;55;2;Si;Si;10;Variable;No
Femenino;Si;55;1;Si;Si;10;Fija;No
Masculino;Si;55;1;No;No;10;Variable;No
Masculino;Si;55;1;No;No;10;Variable;No
Femenino;Si;55;0;Si;Si;10;Variable;No
Femenino;No;55;0;Si;Si;10;Variable;No
Masculino;No;56;5;Si;Si;10;Variable;Si
Femenino;Si;56;5;Si;Si;10;Variable;Si
Masculino;Si;56;5;Si;Si;10;Variable;Si
Masculino;Si;56;4;Si;Si;10;Fija;Si
Masculino;Si;56;4;Si;Si;10;Variable;Si
Femenino;Si;56;4;Si;Si;10;Variable;Si
Femenino;No;56;4;Si;Si;10;Variable;Si
Masculino;Si;56;4;Si;Si;10;Variable;No
Masculino;Si;56;2;No;No;10;Fija;No
Masculino;Si;56;2;Si;Si;10;Variable;No
Masculino;Si;56;2;Si;Si;10;Variable;No
Masculino;Si;56;2;Si;Si;10;Variable;No
Femenino;No;56;2;No;No;10;Variable;No
Femenino;Si;56;2;No;No;10;Variable;No
Masculino;Si;56;2;Si;No;10;Variable;No
Masculino;Si;56;1;Si;Si;10;Variable;No
Masculino;No;56;1;Si;Si;10;Variable;No
Femenino;No;56;1;Si;Si;10;Variable;No
Masculino;No;56;1;Si;Si;10;Variable;No
Femenino;No;56;1;Si;Si;10;Variable;No
Femenino;No;56;0;No;Si;10;Fija;No
Femenino;Si;56;0;Si;No;10;Variable;No
Femenino;No;57;5;No;Si;10;Variable;Si
Masculino;Si;57;5;Si;Si;10;Variable;Si
Femenino;Si;57;4;Si;Si;10;Variable;No
Femenino;No;57;3;No;Si;10;Variable;No
Femenino;Si;57;2;Si;Si;10;Variable;No
Femenino;Si;57;2;Si;Si;10;Variable;No
Femenino;Si;57;1;Si;Si;10;Variable;No
Femenino;No;57;1;Si;Si;10;Variable;No
Femenino;No;57;1;Si;Si;10;Variable;No
Masculino;No;57;0;Si;Si;10;Variable;No
Femenino;No;57;0;Si;Si;10;Variable;No
Femenino;No;57;0;Si;Si;10;Variable;No
Femenino;Si;58;4;Si;Si;10;Variable;Si
Masculino;No;58;4;Si;Si;10;Variable;Si
Femenino;No;58;2;Si;Si;10;Variable;No
Masculino;No;58;2;Si;Si;10;Variable;No
Femenino;No;58;2;Si;Si;10;Variable;No
Masculino;No;58;1;Si;Si;10;Variable;No
Masculino;No;58;1;Si;Si;10;Variable;No
Femenino;No;58;0;No;Si;10;Variable;No
Femenino;No;58;0;Si;Si;10;Variable;No
Femenino;Si;58;0;Si;Si;10;Variable;No
Masculino;Si;59;4;No;No;10;Variable;Si
Masculino;No;59;2;Si;Si;10;Variable;No
Femenino;Si;59;2;Si;Si;10;Variable;No
Masculino;No;59;2;No;No;10;Variable;No
Femenino;Si;59;1;Si;No;10;Fija;No
Masculino;No;59;1;Si;Si;10;Variable;No
Femenino;Si;59;1;No;No;10;Variable;No
Masculino;No;59;1;Si;Si;10;Variable;No
Femenino;No;59;1;Si;Si;10;Variable;No
Femenino;Si;59;0;Si;Si;10;Variable;No
Masculino;No;59;0;Si;Si;10;Variable;No
Femenino;No;60;2;Si;Si;10;Variable;No
Masculino;No;60;2;Si;Si;10;Variable;No
Femenino;No;60;1;Si;Si;10;Fija;No
Masculino;Si;60;1;No;No;10;Fija;No
Masculino;Si;60;1;No;Si;10;Variable;No
Masculino;No;60;1;Si;Si;10;Variable;No
Masculino;No;60;1;Si;No;10;Variable;No
Masculino;No;60;0;Si;No;10;Fija;No
Masculino;No;60;0;Si;Si;10;Variable;No
Femenino;No;60;0;Si;Si;10;Variable;No
Femenino;No;60;0;Si;Si;10;Variable;No
Femenino;Si;60;0;Si;No;10;Variable;No
Masculino;No;61;5;Si;Si;10;Fija;Si
Masculino;No;61;5;No;Si;10;Variable;Si
Masculino;Si;61;4;No;Si;10;Variable;Si
Masculino;Si;61;3;Si;Si;10;Variable;No
Masculino;No;61;3;No;No;10;Variable;No
Femenino;Si;61;2;Si;Si;10;Variable;No
Masculino;No;61;1;Si;Si;10;Variable;No
Masculino;No;61;1;Si;Si;10;Variable;No
Masculino;Si;61;0;Si;Si;10;Fija;No
Masculino;Si;61;0;Si;Si;10;Variable;No
Femenino;No;61;0;Si;Si;10;Variable;No
Femenino;Si;62;5;No;No;10;Variable;Si
Femenino;Si;62;5;Si;Si;10;Variable;Si
Femenino;Si;62;4;Si;Si;10;Variable;Si
Masculino;Si;62;3;Si;Si;10;Variable;No
Masculino;No;62;1;Si;Si;10;Fija;No
Masculino;Si;62;1;Si;No;10;Variable;No
Femenino;No;62;1;Si;Si;10;Variable;No
Femenino;Si;62;1;Si;Si;10;Variable;No
Masculino;Si;62;0;Si;Si;10;Fija;No
Femenino;Si;62;0;Si;Si;10;Variable;No
Masculino;Si;63;5;Si;Si;10;Variable;Si
Femenino;Si;63;5;Si;Si;10;Variable;Si
Femenino;No;63;5;No;Si;10;Variable;Si
Masculino;No;63;3;Si;Si;10;Fija;No
Masculino;Si;63;2;Si;Si;10;Variable;No
Femenino;No;63;1;Si;Si;10;Variable;No
Masculino;No;63;1;Si;Si;10;Variable;No
Femenino;Si;63;0;Si;Si;10;Fija;No
Masculino;No;63;0;Si;Si;10;Fija;No
Femenino;Si;63;0;Si;Si;10;Variable;No
Femenino;Si;64;2;No;Si;10;Variable;No
Masculino;No;64;1;No;No;10;Variable;No
Femenino;No;64;0;No;Si;10;Variable;No
Masculino;Si;64;0;Si;Si;10;Variable;No
Femenino;Si;65;5;No;No;10;Variable;Si
Masculino;No;65;3;Si;Si;10;Variable;No
Femenino;No;65;1;Si;Si;10;Variable;No
Femenino;Si;65;0;Si;Si;10;Variable;No
Femenino;No;66;5;Si;Si;10;Variable;Si
Masculino;No;66;5;Si;Si;10;Variable;Si
Femenino;Si;66;5;No;Si;10;Variable;Si
Masculino;No;66;4;Si;Si;10;Variable;Si
Masculino;Si;66;2;No;No;10;Fija;No
Masculino;Si;66;1;Si;No;10;Fija;No
Masculino;No;66;1;Si;Si;10;Variable;No
Masculino;Si;66;1;Si;Si;10;Variable;No
Masculino;No;66;1;Si;Si;10;Variable;No
Masculino;No;66;0;Si;Si;10;Variable;No
Femenino;No;67;5;Si;No;10;Variable;Si
Masculino;No;67;1;Si;Si;10;Variable;No
Femenino;Si;67;1;No;No;10;Variable;No
Masculino;Si;67;0;Si;Si;10;Fija;No
Femenino;No;67;0;Si;Si;10;Variable;No
Femenino;Si;67;0;Si;Si;10;Variable;No
Femenino;No;67;0;Si;Si;10;Variable;No
Femenino;No;68;5;Si;Si;10;Variable;Si
Masculino;Si;68;5;Si;No;10;Variable;Si
Masculino;Si;68;1;Si;Si;10;Variable;No
Masculino;No;68;1;Si;Si;10;Variable;No
Masculino;Si;68;0;Si;Si;10;Fija;No
Masculino;No;68;0;Si;Si;10;Fija;No
Masculino;No;68;0;Si;Si;10;Variable;No
Femenino;No;68;0;No;Si;10;Variable;No
Femenino;Si;68;0;Si;Si;10;Variable;No
Femenino;Si;68;0;Si;Si;10;Variable;No
Masculino;Si;69;5;Si;Si;10;Fija;Si
Masculino;Si;69;2;Si;No;10;Fija;No
Masculino;No;69;2;Si;Si;10;Variable;No
Masculino;Si;69;1;Si;Si;10;Fija;No
Masculino;Si;69;1;Si;Si;10;Variable;No
Masculino;Si;69;1;No;No;10;Variable;No
Femenino;Si;69;0;Si;Si;10;Fija;No
Masculino;Si;69;0;Si;No;10;Variable;No
Femenino;Si;70;5;Si;Si;10;Variable;Si
Masculino;Si;70;4;Si;No;10;Fija;Si
Masculino;No;71;5;No;No;10;Variable;Si
Masculino;No;72;4;No;No;10;Variable;Si
Masculino;No;73;5;Si;Si;10;Variable;Si
Femenino;Si;73;3;No;Si;10;Variable;No
Femenino;Si;73;0;Si;Si;10;Fija;No
Femenino;No;73;0;Si;No;10;Variable;No
Masculino;No;73;0;Si;Si;10;Variable;No
Masculino;Si;74;5;Si;Si;10;Variable;Si
Masculino;No;74;0;No;Si;10;Variable;No
Masculino;Si;75;0;Si;Si;10;Fija;No
Femenino;Si;76;0;Si;No;10;Fija;No
Masculino;Si;26;5;Si;Si;9;Variable;Si
Masculino;Si;27;5;No;Si;9;Fija;Si
Femenino;No;27;4;No;No;9;Variable;Si
Femenino;No;28;5;Si;No;9;Fija;Si
Femenino;No;28;4;No;No;9;Fija;Si
Femenino;No;29;5;Si;No;9;Fija;Si
Femenino;Si;29;5;Si;No;9;Variable;Si
Femenino;No;29;5;Si;Si;9;Variable;Si
Femenino;No;29;4;Si;Si;9;Variable;Si
Masculino;Si;29;1;Si;Si;9;Fija;Si
