Codigo;Cap_endeudamiento;Tiempo_laboral;Prestamo;N_cuotas;Interes;Ingreso;Sexo;Estado_civil;Estado_SBS;Nivel_Educacion;Promocion;Mora
PER20ISP701478697;450;;1,000;3;91.34;4869;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP781634105;532.05;64;1,000;3;84.99;2357.343333;Masculino;Soltero;CPP;Técnica;Si;No
PER20ISP732590934;594.06;42;3,000;6;525.83;3532.731667;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP522500540;1,025.13;33;1,500;6;210.12;3566.07;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP685169788;451.92;;2,300;6;336.94;1975.108333;Masculino;Casado;NORMAL;Técnica;Si;No
PER20ISP577983510;514.17;35;1,000;3;84.99;2056.665;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP946672122;358.07;9;3,300;12;915.39;1269.625;Femenino;Casado;NORMAL;Universitaria;No;Si
PER20ISP184626257;257.44;8;1,200;6;289.11;1050;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP488496848;375.34;56;1,500;6;221.53;2444.108333;Masculino;Soltero;NORMAL;Postgrado;No;No
PER20ISP549580757;597.11;;3,000;6;410.93;2506.641667;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP102281163;600;;3,000;6;393.39;3990.333333;Femenino;Soltero;PERDIDA;Universitaria;No;No
PER20ISP471187472;721.05;87;1,500;3;130.42;2884.186667;Masculino;Casado;NORMAL;Secundaria;Si;No
PER20ISP145329512;1,123.03;7;1,000;3;76.69;4181.938333;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP808906786;520;;5,000;12;1,169.82;4224.471667;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP247489245;527.98;12;2,500;6;360.78;3709.225;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP378112397;462.07;;2,400;6;351.59;2065;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP111342102;500.62;10;1,000;6;152.32;2002.466667;Femenino;Soltero;NORMAL;Secundaria;No;No
PER20ISP579895611;420.38;4;2,200;6;287.88;3990.333333;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP950442137;850;0;8,000;12;2,131.81;0;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP297797277;1,217.87;65;6,000;12;1,225;14219.325;Masculino;Casado;NORMAL;Postgrado;No;No
PER20ISP554653671;674.95;12;1,000;6;152.32;2807.79;Masculino;Casado;NORMAL;Técnica;Si;No
PER20ISP011952866;312.47;22;1,500;6;221.53;3990.333333;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP900705701;512.28;49;1,500;6;221.53;2087.668333;Masculino;Casado;NORMAL;Secundaria;Si;No
PER20ISP807193550;455.03;74;1,500;6;209.93;2666.101667;Masculino;Casado;NORMAL;Universitaria;Si;No
PER20ISP317724780;608.15;35;5,000;12;1,515.20;2104.083333;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP541319148;1,114.95;5;500;1;23.05;2556.668333;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP233456918;291.74;72;1,500;6;245.23;1311.625;Femenino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP635731901;543.11;76;2,500;6;344.9;3267.991667;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP348132882;407.02;50;2,100;6;312.41;1364.125;Masculino;Casado;NORMAL;Secundaria;Si;Si
PER20ISP803554159;482.15;34;3,000;12;920.18;3087.94;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP404837987;530.59;5;1,000;3;84.99;2221.333333;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP968426085;290;7;1,400;6;337.29;1221.5;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP716902467;150.65;;700;6;129.17;2377.666667;Femenino;Soltero;CPP;Universitaria;Si;No
PER20ISP084252396;900.76;19;2,500;6;344.9;3002.54;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP270812037;750;0;5,000;12;1,515.20;0;Femenino;Soltero;CPP;Universitaria;No;Si
PER20ISP284685183;944.03;24;1,000;5;129.76;3776.121667;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP960046469;477.55;;700;3;65.14;1689.625;Femenino;Soltero;NORMAL;Técnica;No;Si
PER20ISP264673175;522.24;28;1,500;6;221.53;2238.61;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP298739963;383.92;77;1,500;6;221.53;2405.025;Masculino;Soltero;CPP;Técnica;Si;No
PER20ISP571563970;590.97;11;5,000;12;1,515.20;4721.926667;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP224748054;649.89;57;2,500;6;360.78;2922.833333;Femenino;Soltero;CPP;Universitaria;No;No
PER20ISP743121824;754.35;;7,600;12;1,433.18;2940.625;Femenino;Casado;NORMAL;Universitaria;No;No
PER20ISP363545647;530.71;64;1,500;6;221.53;2122.843333;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP045756754;564.51;24;1,400;3;120.86;2262.761667;Masculino;Casado;NORMAL;Técnica;Si;No
PER20ISP729645559;563.48;6;1,000;3;88.14;2324.513333;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP638401840;956.36;23;1,700;5;180.29;4301.833333;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP013677602;460.46;63;2,300;6;431.46;2032.17;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP613945818;210;2;1,000;6;240.92;1065.75;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP263376137;464.16;42;2,300;6;332.28;3278.666667;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP032427419;707.79;13;2,500;6;360.78;2941.336667;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP242170817;525.62;51;2,500;6;344.9;3209.635;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP215871349;1,774.74;13;1,200;7;189.66;5979.441667;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP817322910;381.76;12;1,900;6;276.9;2575;Masculino;Soltero;CPP;Universitaria;No;No
PER20ISP223646657;632.41;75;1,500;6;221.53;3391.821667;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP387211436;577.78;72;2,900;6;508.3;2602.005;Masculino;Soltero;CPP;Universitaria;Si;Si
PER20ISP690597600;460.86;;2,400;6;351.59;2494.916667;Femenino;Soltero;NORMAL;Técnica;No;Si
PER20ISP586887097;715.08;35;2,500;6;344.9;2484.978333;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP934085785;302.98;4;1,500;6;281.39;1112.125;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP289635804;588.95;11;1,500;6;221.53;2355.78;Masculino;Casado;NORMAL;Secundaria;Si;Si
PER20ISP430888191;605.88;5;1,500;6;221.53;2444.108333;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP252198816;673.22;12;1,300;3;108.29;4113.835;Femenino;Casado;NORMAL;Universitaria;No;No
PER20ISP834221246;223.78;73;1,000;6;240.92;2405.025;Masculino;Soltero;CPP;Universitaria;No;No
PER20ISP374859769;634.25;11;1,000;6;216.34;2235.403333;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP283777587;284.01;58;1,300;6;193.84;5559.558333;Femenino;Casado;NORMAL;Técnica;No;No
PER20ISP184402370;270.42;16;1,300;6;193.84;2570.738333;Masculino;Divorciado;NORMAL;Universitaria;Si;Si
PER20ISP585034388;824.79;27;3,000;6;429.8;3362.643333;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP036601718;388.94;11;1,500;6;221.53;1555.75;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP239090352;437.19;49;1,000;3;88.14;1903.195;Femenino;Soltero;NORMAL;Secundaria;No;No
PER20ISP230672354;759.37;7;2,500;6;360.78;3617.371667;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP796747640;525.46;5;2,500;6;344.9;2221.333333;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP883654504;460.79;48;1,000;3;91.9;1899.75;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP850320653;225;77;1,000;6;152.32;1850.041667;Femenino;Soltero;CPP;Secundaria;Si;No
PER20ISP336035709;441.29;24;1,100;3;96.2;2922.833333;Masculino;Soltero;CPP;Universitaria;No;No
PER20ISP041684503;447.31;5;1,500;6;221.53;1912.575;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP881552031;348.04;71;1,700;6;318.91;2083.76;Masculino;Casado;CPP;Secundaria;Si;Si
PER20ISP351170444;383.12;;3,100;10;636.88;1313.375;Femenino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP546381574;611.9;62;2,500;6;360.78;2600.441667;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP108268208;236;17;1,100;6;166.16;2796.64;Femenino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP751615386;650.5;66;1,500;6;221.53;2602.005;Masculino;Casado;NORMAL;Técnica;Si;No
PER20ISP618625742;735.19;27;2,500;6;360.78;3481.491667;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP397058660;708.56;9;3,000;6;525.83;2919.275;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP848274081;925.1;38;1,500;6;210.12;3083.67;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP386354006;1,250.17;15;3,000;6;429.99;5000.67;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP729785631;609.56;27;2,500;6;360.78;2522.275;Masculino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP668928631;340;;500;2;34.87;2450;Masculino;Soltero;NORMAL;Secundaria;No;No
PER20ISP114336800;516.93;66;1,000;3;84.99;2452.706667;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP976505248;904.23;;7,000;12;1,572.86;3136.333333;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP289361814;196.26;71;1,700;12;537.94;1312.5;Masculino;Soltero;CPP;Universitaria;No;No
PER20ISP521463818;582.11;11;1,400;3;120.86;2367.505;Masculino;Soltero;NORMAL;Secundaria;No;Si
PER20ISP712885525;597;;5,800;12;1,356.99;2082.196667;Masculino;Soltero;NORMAL;Secundaria;No;No
PER20ISP514670962;783.42;73;5,000;12;1,515.20;2611.385;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP601489885;486.66;12;1,000;3;84.99;1946.64;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP199587035;567.62;15;1,500;6;281.39;2347.963333;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP214946311;362.15;18;800;3;70.04;2822.435;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP995258877;636.05;6;3,000;6;525.83;2600.441667;Femenino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP683573586;523.19;;4,900;12;1,273.52;1779.691667;Masculino;Casado;DEFICIENTE;Técnica;No;Si
PER20ISP304520934;282.23;35;1,000;6;152.32;1662.5;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP118903677;450;0;2,000;6;290.75;0;Femenino;Casado;NORMAL;Técnica;No;No
PER20ISP050689354;220.87;12;1,000;6;240.92;1309;Femenino;Soltero;CPP;Universitaria;Si;No
PER20ISP051059876;283.05;41;1,300;6;313.2;1271.375;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP748821945;454.69;;2,300;6;336.94;1818.775;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP798313428;708.17;77;2,500;6;360.78;2994;Femenino;Casado;NORMAL;Técnica;No;No
PER20ISP301620553;532.86;77;1,500;6;221.53;2131.441667;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP743582149;221.88;28;1,000;6;240.92;1058.75;Femenino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP896158345;428.27;71;3,900;12;1,196.23;1523.375;Femenino;Casado;CPP;Universitaria;No;Si
PER20ISP289563494;450;0;4,100;12;1,257.58;0;Masculino;Soltero;CPP;Universitaria;No;Si
PER20ISP876377873;268.1;17;600;3;54.44;2383.92;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP883250483;537.73;51;2,500;6;360.78;3535.578333;Masculino;Soltero;DEFICIENTE;Universitaria;No;No
PER20ISP699913069;484.84;;4,600;12;1,129.14;1616.125;Femenino;Otro;NORMAL;Técnica;No;Si
PER20ISP716066612;453.33;31;1,000;3;88.14;1813.303333;Femenino;Casado;NORMAL;Universitaria;Si;Si
PER20ISP935430484;736.4;65;1,500;3;130.42;2945.606667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP349824334;454.69;77;1,000;3;84.99;1818.775;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP693563863;789.36;59;3,000;6;429.8;3278.666667;Femenino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP076741348;812.48;5;2,500;6;360.78;3278.666667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP330318317;420.55;17;3,800;12;1,165.56;1684.375;Femenino;Casado;NORMAL;Técnica;No;Si
PER20ISP655537964;1,125.05;77;1,500;6;187.43;4225.183333;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP519347460;431.25;81;1,100;3;87.5;3731.771667;Femenino;Soltero;CPP;Universitaria;Si;No
PER20ISP073795379;834.79;22;3,000;6;525.83;3339.158333;Masculino;Casado;NORMAL;Técnica;No;Si
PER20ISP209828295;391;0;900;3;79.89;5760;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP281267281;318.84;;2,600;10;565.27;1124.375;Femenino;Soltero;NORMAL;Técnica;No;Si
PER20ISP456991792;464.74;53;1,000;3;88.14;2288.67;Femenino;Soltero;NORMAL;Postgrado;Si;No
PER20ISP461172791;321.28;73;1,600;6;300.15;1617;Masculino;Soltero;NORMAL;Secundaria;No;Si
PER20ISP010670189;613.97;12;2,500;6;360.78;2762.67;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP582358705;587.81;11;2,500;6;344.9;2534.6;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP394593982;450;35;1,100;3;98.18;2763.028333;Masculino;Casado;CPP;Técnica;No;No
PER20ISP141942938;394.32;;3,700;12;908.22;1649.375;Masculino;Casado;NORMAL;Técnica;No;No
PER20ISP915209810;476.46;;2,500;6;342.44;2209.608333;Femenino;Casado;NORMAL;Técnica;No;No
PER20ISP176837788;556.45;71;1,500;6;219.75;2260.416667;Masculino;Casado;NORMAL;Técnica;Si;Si
PER20ISP485982019;486.54;20;4,400;12;1,349.59;1803.923333;Femenino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP414840270;323.45;71;2,900;12;889.51;4618.735;Femenino;Soltero;NORMAL;Técnica;No;Si
PER20ISP112294155;204.83;71;1,900;12;545.27;1388.625;Femenino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP816026319;552.4;74;2,800;6;402.13;2209.608333;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP274201460;498.93;42;4,500;12;1,380.27;2143.166667;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP092447702;739.31;76;3,900;6;431.67;6717.558333;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP494042088;488.38;;4,700;12;1,153.68;1638.875;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP834610920;415.63;30;1,000;3;91.9;1662.5;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP060685768;428.7;18;2,100;6;304.59;2907.176667;Masculino;Soltero;CPP;Universitaria;Si;No
PER20ISP895173475;486.82;75;1,000;3;84.99;1975.108333;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP529943045;339.25;34;1,500;6;281.39;1365.875;Masculino;Casado;NORMAL;Universitaria;Si;Si
PER20ISP660829045;264.8;37;1,200;6;289.11;1819.556667;Femenino;Casado;NORMAL;Universitaria;No;No
PER20ISP895103997;566.39;0;1,000;3;91.15;1812.5;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP658690205;750;0;5,000;12;1,515.20;0;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP801093024;249.39;54;2,200;12;696.15;2518.366667;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP335819257;534.78;17;2,700;6;473.25;2768.5;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP952113784;783.16;9;2,500;6;344.9;2741.923333;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP788229201;720.75;70;2,500;6;360.78;3161.241667;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP649955756;500;3;4,500;12;1,380.27;4050.825;Masculino;Casado;NORMAL;Universitaria;Si;Si
PER20ISP069640875;333.82;12;1,600;6;300.15;1550.5;Femenino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP604250000;370;;500;2;34.87;3812.5;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP363322012;489.83;25;4,400;12;1,349.59;1632.75;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP990167402;689.71;9;2,500;6;360.78;2961.263333;Femenino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP588800272;251.63;52;1,200;6;171.28;2670.01;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP978877893;322.38;15;1,600;6;223.6;2627.49;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP782795033;422.86;30;2,100;6;304.59;5096.103333;Femenino;Soltero;CPP;Universitaria;Si;No
PER20ISP347248220;304.59;81;700;3;62.4;2143.166667;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP436676494;378.62;24;1,500;6;221.53;1634.5;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP554040050;255.41;8;1,200;6;289.11;1150.625;Femenino;Soltero;DEFICIENTE;Universitaria;No;Si
PER20ISP605954317;628.1;18;2,500;6;360.78;2819.025;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP568209756;601.43;33;2,500;6;360.78;2516.803333;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP524338747;390.17;5;1,500;6;221.53;1606.5;Masculino;Soltero;NORMAL;Secundaria;No;No
PER20ISP000064749;287.88;5;2,600;12;797.49;1076.25;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP075726112;218.88;11;1,000;6;152.32;3563.333333;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP518215538;4,538;84;600;1;27.64;10084.44167;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP963267458;636.49;14;1,500;6;281.39;2903.618333;Masculino;Casado;NORMAL;Técnica;Si;No
PER20ISP480964021;266.28;54;1,200;6;289.11;1487.5;Masculino;Soltero;DEFICIENTE;Técnica;Si;No
PER20ISP820316305;445.06;;3,000;12;779.71;1512;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP610125665;651.67;15;1,000;3;88.14;2606.695;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP609092203;377.42;37;1,900;6;356.42;1709.75;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP569427967;430;0;1,000;3;91.9;0;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP059188399;553.97;5;1,300;3;112.89;2215.861667;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP894321960;603.99;7;1,500;3;130.42;2931.166667;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP323768354;499.22;36;1,000;3;84.99;2420.658333;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP581417919;1,099.99;71;3,500;12;824.19;3983.216667;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP558598150;355.95;6;1,200;12;471.44;1186.5;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP989735369;343.34;80;800;3;70.37;2516.803333;Femenino;Soltero;NORMAL;Técnica;No;Si
PER20ISP739398983;584.94;9;1,000;4;168.65;2440.2;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP171870357;1,136.95;;4,700;12;1,153.68;3863.656667;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP541830037;448.46;7;4,100;12;1,257.58;1554.875;Femenino;Soltero;DEFICIENTE;Técnica;No;Si
PER20ISP049006330;506.51;69;1,000;3;84.99;2440.2;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP551722829;556.7;12;500;2;34.03;2226.805;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP068127748;615.15;4;1,500;3;131.46;2184.595;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP730777676;702.34;75;3,000;6;429.99;4034.456667;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP276377824;1,726.56;17;3,000;12;920.18;7867.891667;Masculino;Casado;DEFICIENTE;Universitaria;No;No
PER20ISP441524913;1,020;-1;10,000;12;2,009.32;4132.666667;Femenino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP381355877;274.42;12;2,500;12;693.47;1457.75;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP292733238;1,100;15;5,000;8;948.78;8676.508333;Masculino;Soltero;NORMAL;Secundaria;No;No
PER20ISP592707002;265.56;14;1,200;6;289.11;1624;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP339117588;1,399.41;6;5,000;8;743.95;6572.6402;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP350706163;1,132;0;11,300;12;2,270.53;0;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP566623574;579.66;74;1,500;6;221.53;2407.37;Femenino;Casado;NORMAL;Universitaria;No;No
PER20ISP598821474;249.06;49;2,200;12;696.15;1757;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP954798915;217.17;74;1,000;6;152.32;3013.926667;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP997216167;750.62;74;3,000;6;429.8;3112.848333;Femenino;Soltero;NORMAL;Postgrado;Si;No
PER20ISP969269272;335.51;71;3,100;12;805.7;1181.25;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP123305648;233.4;10;2,100;12;664.51;1201.375;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP057493917;1,111.70;39;2,500;6;344.9;3705.666667;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP972052993;349.93;83;500;2;33.47;2272.923333;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP204942727;317.27;;1,600;6;234.4;1516.375;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP807199424;440.56;71;1,600;12;408.88;1715;Masculino;Casado;NORMAL;Técnica;No;No
PER20ISP878392156;244.37;15;1,100;6;166.08;1347.5;Femenino;Casado;NORMAL;Secundaria;No;Si
PER20ISP487079478;546.64;36;5,000;12;1,515.20;1840.661667;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP112645280;522.11;75;1,500;6;221.53;2088.45;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP201044392;448.45;;2,000;6;292.99;2018.1;Masculino;Casado;NORMAL;Universitaria;Si;Si
PER20ISP752065640;450.79;12;1,000;3;84.99;1803.141667;Masculino;Casado;NORMAL;Técnica;No;Si
PER20ISP068143752;386.73;47;3,600;12;998.6;3599.628333;Femenino;Casado;NORMAL;Técnica;No;No
PER20ISP842360560;539.84;60;1,500;6;221.53;2666.883333;Femenino;Casado;NORMAL;Técnica;Si;No
PER20ISP834478403;391.91;10;1,900;6;276.9;3278.666667;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP265041440;526.02;74;2,600;6;374.45;2104.083333;Masculino;Casado;NORMAL;Técnica;No;No
PER20ISP384011328;149.82;71;700;6;168.65;1145.375;Masculino;Soltero;CPP;Técnica;Si;No
PER20ISP528759133;751.28;2;2,500;6;360.78;3278.666667;Masculino;Soltero;NORMAL;Postgrado;Si;No
PER20ISP411741341;265.62;;1,300;6;239.89;2143.166667;Masculino;Soltero;CPP;Universitaria;Si;Si
PER20ISP467462702;708.83;32;3,000;6;498.07;2961.263333;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP417895286;549.13;24;1,500;6;221.53;2416.67;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP808692178;556.7;9;1,000;3;88.14;2226.805;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP539519682;664.9;71;5,000;12;1,332.38;2221.333333;Masculino;Casado;NORMAL;Técnica;No;No
PER20ISP801320316;800;-1;3,000;6;429.8;13385.625;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP416636190;1,349.33;0;1,000;3;79.31;4643.166667;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP997493195;330;;500;2;35.37;6855.833333;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP600488257;433.04;10;1,500;6;221.53;2287.775;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP783597301;485.88;;2,500;6;342.44;1973.545;Masculino;Soltero;CPP;Técnica;No;No
PER20ISP228212780;317.29;;1,600;6;234.4;1481.375;Femenino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP538296272;744.41;7;2,500;6;360.78;3370.471667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP903001898;710.41;;7,000;12;1,320.04;2952.723333;Masculino;Soltero;NORMAL;Postgrado;No;No
PER20ISP347413790;266.95;60;1,300;6;193.84;2095.485;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP082477521;380;;500;2;34.87;1750;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP570110784;302.07;6;1,400;6;337.29;1440.25;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP156676897;332.4;26;1,500;6;281.39;1772.656667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP732241112;1,112.49;2;1,500;6;245.23;4558.955;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP978658912;289.5;63;700;3;62.17;2215.861667;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP370805581;371.59;80;800;3;71.55;2065;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP498432600;262.88;8;1,200;6;180;1796.106667;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP342743081;120.6;;600;6;110.72;1080.625;Femenino;Soltero;NORMAL;Técnica;No;Si
PER20ISP933669028;389.81;36;1,800;6;267.78;1299.375;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP201704579;340.74;31;1,500;6;221.53;1561.875;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP746535421;445.51;20;4,100;12;1,137.30;2143.166667;Femenino;Casado;NORMAL;Técnica;No;Si
PER20ISP458262436;904.07;75;2,500;6;360.78;3729.151667;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP641988882;427.94;7;1,000;3;88.14;2922.833333;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP971638616;318.94;31;1,000;6;201.33;1063.125;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP568194590;325.96;77;1,600;6;223.6;2587.5;Femenino;Casado;CPP;Técnica;No;No
PER20ISP068818592;394.74;;2,000;6;292.99;1649.375;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP070623295;785.93;12;2,000;6;277.51;2654.5;Masculino;Casado;NORMAL;Postgrado;No;Si
PER20ISP322294045;585.34;28;2,500;6;344.9;3441.67;Masculino;Soltero;NORMAL;Técnica;Si;No
